数据日期,主体,月度累计,月日均,4月W3(13~19),4月W4(20~26),4月W5(27~30),5月W1(01~04),每日_04/26_周日,每日_04/27_周一,每日_04/28_周二,每日_04/29_周三,每日_04/30_周四,每日_05/01_周五,每日_05/02_周六,每日_05/03_周日,每日_05/04_周一,下月累计,下月日均,同比,环比,5月W1(01~05),5月W2(06~10),5月W3(11~13),每日_05/05_周二,每日_05/06_周三,每日_05/07_周四,每日_05/08_周五,每日_05/09_周六,每日_05/10_周日,每日_05/11_周一,每日_05/12_周二,每日_05/13_周三,5月W3(11~17),5月W4(18~22),每日_05/14_周四,每日_05/15_周五,每日_05/16_周六,每日_05/17_周日,每日_05/18_周一,每日_05/19_周二,每日_05/20_周三,每日_05/21_周四,每日_05/22_周五,5月W4(18~24),5月W5(25~31),每日_05/23_周六,每日_05/24_周日,每日_05/25_周一,每日_05/26_周二,每日_05/27_周三,每日_05/28_周四,每日_05/29_周五,每日_05/30_周六,每日_05/31_周日,6月W1(01~07),6月W2(08~09),每日_06/01_周一,每日_06/02_周二,每日_06/03_周三,每日_06/04_周四,每日_06/05_周五,每日_06/06_周六,每日_06/07_周日,每日_06/08_周一,每日_06/09_周二,6月W2(08~14),6月W3(15~18),每日_06/10_周三,每日_06/11_周四,每日_06/12_周五,每日_06/13_周六,每日_06/14_周日,每日_06/15_周一,每日_06/16_周二,每日_06/17_周三,每日_06/18_周四,6月W3(15~21),6月W4(22~27),每日_06/19_周五,每日_06/20_周六,每日_06/21_周日,每日_06/22_周一,每日_06/23_周二,每日_06/24_周三,每日_06/25_周四,每日_06/26_周五,每日_06/27_周六,6月W4(22~28),6月W5(29~30),7月W1(01~05),7月W2(06~06),每日_06/28_周日,每日_06/29_周一,每日_06/30_周二,每日_07/01_周三,每日_07/02_周四,每日_07/03_周五,每日_07/04_周六,每日_07/05_周日,每日_07/06_周一,7月W2(06~12),7月W3(13~15),每日_07/07_周二,每日_07/08_周三,每日_07/09_周四,每日_07/10_周五,每日_07/11_周六,每日_07/12_周日,每日_07/13_周一,每日_07/14_周二,每日_07/15_周三,7月W3(13~19),7月W4(20~24),每日_07/16_周四,每日_07/17_周五,每日_07/18_周六,每日_07/19_周日,每日_07/20_周一,每日_07/21_周二,每日_07/22_周三,每日_07/23_周四,每日_07/24_周五,7月W4(20~26),7月W5(27~31),8月W1(01~01),每日_07/25_周六,每日_07/26_周日,每日_07/27_周一,每日_07/28_周二,每日_07/29_周三,每日_07/30_周四,每日_07/31_周五,每日_08/01_周六,12月W1(01~07),12月W2(08~14),12月W3(15~21),12月W4(22~22),每日_12/14_周日,每日_12/15_周一,每日_12/16_周二,每日_12/17_周三,每日_12/18_周四,每日_12/19_周五,每日_12/20_周六,每日_12/21_周日,每日_12/22_周一,2月W2(09~14),2月W3(15~23),2月W4(24~28),3月W1(01~03),每日_02/23_周一,每日_02/24_周二,每日_02/25_周三,每日_02/26_周四,每日_02/27_周五,每日_02/28_周六,每日_03/01_周日,每日_03/02_周一,每日_03/03_周二,3月W1(01~08),3月W2(09~12),每日_03/04_周三,每日_03/05_周四,每日_03/06_周五,每日_03/07_周六,每日_03/08_周日,每日_03/09_周一,每日_03/10_周二,每日_03/11_周三,每日_03/12_周四,3月W2(09~15),3月W3(16~21),每日_03/13_周五,每日_03/14_周六,每日_03/15_周日,每日_03/16_周一,每日_03/17_周二,每日_03/18_周三,每日_03/19_周四,每日_03/20_周五,每日_03/21_周六,3月W3(16~22),3月W4(23~29),3月W5(30~30),每日_03/22_周日,每日_03/23_周一,每日_03/24_周二,每日_03/25_周三,每日_03/26_周四,每日_03/27_周五,每日_03/28_周六,每日_03/29_周日,每日_03/30_周一,3月W5(30~31),4月W1(01~05),4月W2(06~08),每日_03/31_周二,每日_04/01_周三,每日_04/02_周四,每日_04/03_周五,每日_04/04_周六,每日_04/05_周日,每日_04/06_周一,每日_04/07_周二,每日_04/08_周三,4月W2(06~12),4月W3(13~17),每日_04/09_周四,每日_04/10_周五,每日_04/11_周六,每日_04/12_周日,每日_04/13_周一,每日_04/14_周二,每日_04/15_周三,每日_04/16_周四,每日_04/17_周五,每日_04/18_周六,每日_04/19_周日,每日_04/20_周一,每日_04/21_周二,每日_04/22_周三,每日_04/23_周四,每日_04/24_周五,每日_04/25_周六,11月W2(10~16),11月W3(17~23),11月W4(24~30),12月W1(01~04),每日_11/26_周三,每日_11/27_周四,每日_11/28_周五,每日_11/29_周六,每日_11/30_周日,每日_12/01_周一,每日_12/02_周二,每日_12/03_周三,每日_12/04_周四,12月W2(08~13),每日_12/05_周五,每日_12/06_周六,每日_12/07_周日,每日_12/08_周一,每日_12/09_周二,每日_12/10_周三,每日_12/11_周四,每日_12/12_周五,每日_12/13_周六,12月W4(22~28),12月W5(29~31),每日_12/23_周二,每日_12/24_周三,每日_12/25_周四,每日_12/26_周五,每日_12/27_周六,每日_12/28_周日,每日_12/29_周一,每日_12/30_周二,每日_12/31_周三,1月W1(01~04),1月W2(05~09),每日_01/01_周四,每日_01/02_周五,每日_01/03_周六,每日_01/04_周日,每日_01/05_周一,每日_01/06_周二,每日_01/07_周三,每日_01/08_周四,每日_01/09_周五,1月W2(05~11),1月W3(12~18),每日_01/10_周六,每日_01/11_周日,每日_01/12_周一,每日_01/13_周二,每日_01/14_周三,每日_01/15_周四,每日_01/16_周五,每日_01/17_周六,每日_01/18_周日,1月W4(19~25),1月W5(26~27),每日_01/19_周一,每日_01/20_周二,每日_01/21_周三,每日_01/22_周四,每日_01/23_周五,每日_01/24_周六,每日_01/25_周日,每日_01/26_周一,每日_01/27_周二,1月W5(26~31),2月W1(01~05),每日_01/28_周三,每日_01/29_周四,每日_01/30_周五,每日_01/31_周六,每日_02/01_周日,每日_02/02_周一,每日_02/03_周二,每日_02/04_周三,每日_02/05_周四,2月W1(01~08),每日_02/06_周五,每日_02/07_周六,每日_02/08_周日,每日_02/09_周一,每日_02/10_周二,每日_02/11_周三,每日_02/12_周四,每日_02/13_周五,每日_02/14_周六,每日_02/15_周日,每日_02/16_周一,每日_02/17_周二,每日_02/18_周三,每日_02/19_周四,每日_02/20_周五,每日_02/21_周六,每日_02/22_周日,2月W4(24~26)
2026-01-09,新MG4,10449.0,337.0,,,,,,,,,,,,,,1329,148,,-0.473454833597464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,165.0,,,,,,,,,,159.0,139.0,100.0,166.0,249.0,119.0,117.0,125.0,123.0,175.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,MG7,995.0,32.0,,,,,,,,,,,,,,794,88,-0.153518123667377,2.87317073170732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,59.0,,,,,,,,,,31.0,134.0,45.0,32.0,26.0,21.0,34.0,225.0,220.0,103.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,尚界H5,7158.0,231.0,,,,,,,,,,,,,,1058,118,,-0.262717770034843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,408.0,,,,,,,,,,134.0,105.0,90.0,159.0,162.0,123.0,107.0,93.0,110.0,93.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,智己L6,1174.0,38.0,,,,,,,,,,,,,,104,12,-0.712707182320442,-0.690476190476191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,40.0,,,,,,,,,,11.0,12.0,8.0,11.0,10.0,14.0,15.0,16.0,17.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,智己LS6,4641.0,150.0,,,,,,,,,,,,,,570,63,-0.023972602739726,-0.575260804769002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,208.0,,,,,,,,,,39.0,83.0,21.0,42.0,61.0,33.0,75.0,75.0,79.0,91.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,智己LS9,4123.0,133.0,,,,,,,,,,,,,,313,35,,-0.717763751127142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,260.0,,,,,,,,,,21.0,46.0,8.0,18.0,36.0,21.0,48.0,46.0,47.0,45.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,帕萨特,17648.0,569.0,,,,,,,,,,,,,,4423,491,-0.255387205387205,0.0980635551142006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0,769.0,,,,,,,,,,556.0,440.0,477.0,616.0,653.0,477.0,413.0,432.0,481.0,429.0,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,途观L,19105.0,616.0,,,,,,,,,,,,,,5280,587,0.141128160795332,0.18731729255678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,746.0,,,,,,,,,,677.0,515.0,575.0,743.0,864.0,525.0,472.0,591.0,491.0,514.0,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,奥迪A5L,2119.0,68.0,,,,,,,,,,,,,,733,81,,0.261617900172117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,74.0,,,,,,,,,,97.0,69.0,81.0,116.0,103.0,87.0,82.0,69.0,67.0,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,奥迪E5,1553.0,50.0,,,,,,,,,,,,,,119,13,,-0.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,94.0,,,,,,,,,,9.0,17.0,1.0,11.0,9.0,13.0,20.0,12.0,13.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,GL8 LS,2139.0,69.0,,,,,,,,,,,,,,569,63,,0.111328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,70.0,,,,,,,,,,56.0,69.0,54.0,58.0,57.0,55.0,53.0,61.0,89.0,80.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,全新GL8 ES,2639.0,85.0,,,,,,,,,,,,,,717,80,-0.603648424543947,0.187086092715232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,84.0,,,,,,,,,,59.0,96.0,50.0,61.0,58.0,68.0,76.0,79.0,104.0,84.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,GL8 LS PHEV,3397.0,110.0,,,,,,,,,,,,,,257,29,,-0.666233766233766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,152.0,,,,,,,,,,16.0,39.0,8.0,17.0,19.0,19.0,37.0,28.0,25.0,35.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,GL8 ES PHEV,1814.0,59.0,,,,,,,,,,,,,,133,15,-0.755514705882353,-0.674019607843137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,78.0,,,,,,,,,,10.0,19.0,8.0,11.0,11.0,10.0,16.0,16.0,15.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,至境世家,8366.0,270.0,,,,,,,,,,,,,,484,54,,-0.862772894811454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,412.0,,,,,,,,,,36.0,68.0,30.0,34.0,30.0,50.0,62.0,60.0,70.0,81.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,至境L7,2598.0,84.0,,,,,,,,,,,,,,280,31,,-0.647798742138365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,133.0,,,,,,,,,,25.0,36.0,16.0,25.0,35.0,24.0,27.0,43.0,55.0,32.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,昂科威 Plus,12357.0,399.0,,,,,,,,,,,,,,4141,460,-0.126555578991774,0.384024064171123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,332.0,,,,,,,,,,581.0,364.0,549.0,681.0,717.0,375.0,377.0,362.0,369.0,373.0,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,凯迪拉克XT5,5642.0,182.0,,,,,,,,,,,,,,1655,184,0.808743169398907,-0.129405576012625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,74.0,,,,,,,,,,335.0,63.0,415.0,377.0,429.0,118.0,87.0,65.0,61.0,57.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,五菱缤果S,16098.0,519.0,,,,,,,,,,,,,,1825,203,,-0.600306614104249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,602.0,,,,,,,,,,169.0,230.0,122.0,147.0,192.0,213.0,188.0,248.0,204.0,223.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,五菱星光730,6834.0,220.0,,,,,,,,,,,,,,1748,194,,-0.0622317596566524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,263.0,,,,,,,,,,177.0,208.0,164.0,137.0,155.0,250.0,174.0,248.0,192.0,197.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,五菱星光560,5550.0,179.0,,,,,,,,,,,,,,1764,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,168.0,,,,,,,,,,167.0,220.0,146.0,139.0,190.0,191.0,134.0,231.0,196.0,251.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18,荣威M7 DMH,3018.0,97.0,,,,,,,,,,,,,,1128,63,,-0.370886781929727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,54.0,,,,,,,,,,,64.0,66.0,111.0,142.0,17.0,38.0,32.0,37.0,68.0,145.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18,荣威D7 DMH,1300.0,42.0,,,,,,,,,,,,,,542,30,0.0503875968992249,-0.0338680926916221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,44.0,,,,,,,,,,,29.0,23.0,36.0,31.0,9.0,27.0,17.0,33.0,27.0,20.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18,新MG4,10449.0,337.0,,,,,,,,,,,,,,3219,179,,-0.38744053282588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,159.0,,,,,,,,,,,190.0,179.0,334.0,302.0,141.0,162.0,150.0,154.0,122.0,285.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18,MG7,995.0,32.0,,,,,,,,,,,,,,1511,84,-0.168409466152999,2.05252525252525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,31.0,,,,,,,,,,,135.0,63.0,114.0,163.0,62.0,54.0,61.0,60.0,48.0,84.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18,尚界H5,7158.0,231.0,,,,,,,,,,,,,,2827,157,,-0.155867423111377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.0,,,,,,,,,,134.0,,,,,,,,,,,163.0,164.0,223.0,396.0,94.0,114.0,93.0,110.0,112.0,237.0,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18,智己L6,1174.0,38.0,,,,,,,,,,,,,,260,14,-0.673776662484316,-0.622641509433962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,11.0,,,,,,,,,,,14.0,17.0,20.0,17.0,8.0,15.0,17.0,10.0,16.0,26.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
